qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
510	2	車輛行至無號誌之圓環路口時，關於通行優先順序，下列敘述何者正確？	(1)	應依「左方車讓右方車先行」原則，右側欲進入圓環之車輛優先。	(2)	應讓已在圓環內行駛之車輛先行，再依序 駛入。	(3)	由較寬或車流量較大道路駛來之車輛，優先進入圓環。	
511	2	駕駛汽車進入「行人優先區」，此時前方有行人在路中行走且未注意到後方來車，防禦作為為何？	(1)	輕點喇叭提醒行人，待其靠邊後加速通過。	(2)	在行人後方保持安全距離，減速慢行並 暫停等待，不得按鳴喇叭促其讓路。	(3)	從行人側邊狹窄空間快速駛過以淨空道路。	
512	3	汽車駕駛人行至有燈光號誌管制之大眾捷運系統車輛共用通行交岔路口，紅燈右轉者，處罰鍰 新臺幣多少 ？	(1)	600~1,800元。	(2)	900~2,700元。	(3)	1,200~3,600元。	
513	1	關於道路上設置之「通學區起點」標誌，其主要之法規功能定義為何？	(1)	告示該路段為學生上下學主要路徑，提醒駕駛人應減速慢行。	(2)	告示該路段禁止任何車輛進入，僅供校車及教職 員車輛通行。	(3)	告示該路段為私人土地，僅限該校師生於特定時段進出使用。	
514	1	在設有「左轉箭頭」及「圓形」綠燈的交岔路口，若此時亮起「圓形綠燈」，下列敘述何者正確？	(1)	圓形綠燈具備全向通行功能，車輛在禮讓對向直行車後可以左轉。	(2)	必須等待左轉箭 頭綠燈亮起後，才可以左轉。	(3)	圓形綠燈亮起時，任何情況下均禁止左轉。	
515	2	駕駛人行經山區道路，見前方設有「危險」警告標誌，但未附設說明牌，此時應如何處置？	(1)	該標誌僅為一般提醒，維持原速通過即可。	(2)	提高警覺、減速慢行，注意前方各種可能之危險 狀況。	(3)	該路段必定有落石，應立即停車觀察後再通行。	
516	3	汽車行至無號誌路口，未劃分幹、支線道且車道數相同時，下列敘述何者錯誤？	(1)	轉彎車應暫停讓直行車先行。	(2)	同為直行車或轉彎車者，左方車應暫停讓右方車先行。	(3)	優先進入路 口之車輛先行。	
517	2	三角形「注意號誌」警告標誌，最可能設置於下列何種路段？	(1)	設有行車管制號誌之路口處，用以加強號誌辨識度。	(2)	號誌不易察覺之路口前方適當距離，預先提醒駕駛人。	(3)	未設置號 誌之路口，用以替代行車管制號誌管制交通。	
518	1	IMAGEIMAGEIMAGEp039_img01_xref250__DOT__png 圖中交通指揮手勢為:	(1)	全部車輛停止。	(2)	前面來車停止。	(3)	左方來車停 止。	
519	1	IMAGEIMAGEIMAGEp039_img02_xref252__DOT__png 交通指揮人員可藉由手勢的指揮來引導行進車輛，此指揮手勢代表的意義為？	(1)	左面來車左轉彎。	(2)	右面來車左轉彎。	(3)	右面來車速行。	
520	2	駕駛人行經路口，交通指揮人員以手勢示意其左轉彎，此時駕駛人應如何行駛？	(1)	依手勢指示 立即左轉，指揮人員已確保路口淨空，無須再注意其他人車。	(2)	依手勢指示左轉，但轉彎時仍應減速慢行，注意對向直行車及路口行人。	(3)	先自行觀察確認安全後再決定是否左轉，指揮手 勢僅為建議。	
521	2	行車管制號誌由紅燈轉為綠燈之前，會先顯示黃燈。關於黃燈之意義，下列何者正確？	(1)	黃燈 表示「注意」，車輛應減速慢行，可繼續通過路口。	(2)	黃燈表示「警告車輛駕駛人及行人，表示紅色燈號即將顯示，屆時將失去通行路權。」，已過停止線者應迅速通過，未過者應停等。	(3)	黃燈為紅綠燈轉換之過場燈號，無法律上管制效力。	
522	2	IMAGEIMAGEIMAGEp039_img03_xref253__DOT__png 交通指揮人員可藉由手勢的指揮來引導行進車輛，圖中交通指揮人員手勢表示？	(1)	右面來車速行。	(2)	左面來車速行。	(3)	全部車輛停止。	
523	3	以下何者圖示為『狹路』？	(1)	IMAGEIMAGEIMAGEp039_img04_xref254__DOT__png	(2)	IMAGEIMAGEIMAGEp039_img05_xref255__DOT__png	(3)	IMAGEIMAGEIMAGEp039_img06_xref256__DOT__png	
524	2	關於行人穿越道標線，「枕木紋」與「斑馬紋」之設置原則，下列何者正確？	(1)	枕木紋設於無號誌路段，斑馬紋設於有號誌路口。	(2)	枕木紋設於有或無號誌的交岔路口，斑馬紋設於有 號誌，道路中段，行人穿越眾多之地點。	(3)	兩者用途相同，僅為外觀不同，可互相替換設 置。	
525	2	駕駛人行經路口時，發現交通指揮人員之手勢與行車管制號誌指示不一致，應如何遵行？	(1)	以行車管制號誌為準，因號誌具有法律效力，手勢僅供參考。	(2)	以交通指揮人員之手勢為準，指 揮手勢優先於號誌指示。	(3)	駕駛人得自行判斷路口狀況，擇一遵行即可。	
526	1	IMAGEIMAGEIMAGEp040_img01_xref259__DOT__png 圖中手勢代表何種意義？	(1)	左方來車停止。	(2)	右方來車停止。	(3)	前方來車停止。	
527	2	行至圓環時，下列何者正確？	(1)	可以在圓環臨時停車。	(2)	行至無號誌之圓環路口時，應讓已進入圓環車道之車輛先行。	(3)	圓環標誌，為禁制標誌，用以促使車輛駕駛人注意慢行，讓外環 車輛優先通行。	
528	1	IMAGEIMAGEIMAGEp040_img02_xref260__DOT__png 以下標誌意義為何？	(1)	行人優先區起點標誌。	(2)	行人危險標誌。	(3)	行人禁 止進入標誌。	
529	1	IMAGEIMAGEIMAGEp040_img03_xref261__DOT__png 以上標誌意義為何？	(1)	指示前端道路無出口不能通行，設於不通道路之入口處。	(2)	前方道路施工中。	(3)	單行道。	
530	1	關於「停止線」，下列敘述何者錯誤？	(1)	引導車輛駕駛人循指示之路線行駛。	(2)	本標線為白實線。	(3)	用以指示車輛停止之界線。	
531	1	IMAGEIMAGEIMAGEp040_img04_xref262__DOT__png 地上白色倒三角型標線為？	(1)	讓路線。	(2)	單行道。	(3)	禁止停車。	
532	1	IMAGEIMAGEIMAGEp040_img05_xref263__DOT__png 請問此手勢為何？	(1)	右方來車速行。	(2)	左方來車速行。	(3)	右方來車左轉彎。	
533	2	駕駛人行經路口見路面繪有白色倒三角形「讓路線」標線，下列何種駕駛行為符合規定？	(1)	須在標線前完全停車，確認安全後方可再行駛。	(2)	應減速慢行，注意幹道來車動態，禮讓幹道車 輛優先通行。	(3)	標線僅提醒前方有路口，駕駛人可維持原速通過。	
534	3	IMAGEIMAGEIMAGEp040_img06_xref264__DOT__png	(1)	禁止停車。	(2)	禁止臨時停車。	(3)	停車再開。	
535	2	駕駛人行經山區道路，見前方設有「左側斷崖」警告標誌時，應如何因應？	(1)	將車輛駛向道路左側，以便觀察崖邊狀況提早應變。	(2)	減速慢行，靠道路右側行駛，遠離斷崖側並注意路況變 化。	(3)	加速通過該路段，縮短車輛暴露於危險區域之時間。	
536	1	IMAGEIMAGEIMAGEp040_img07_xref265__DOT__png 這個警察指揮手勢表示？	(1)	前方來車停止。	(2)	前後停止左右通行。	(3)	全部	
537	2	車輛停止。汽車駕駛人行至輕軌捷運系統路口時？	(1)	應減速慢行，確認安全後通過，必要時可停留於軌 道區。	(2)	應注意列車動態，於確保安全下迅速通過，不得停留於軌道區。	(3)	若前方車輛壅 塞，仍可駛入軌道區等待通行。	
538	2	關於「車道管制號誌」，下列敘述何者正確？	(1)	以紅、黃、綠圓形燈號管制車輛在路口之行 止，設於交叉路口。	(2)	以「✕」形紅燈，「⬇️」形綠燈或「↙️」「↘️」形黃燈，管制個別車道之使用，常用於調撥車道路段。	(3)	以紅、綠色人形燈號指示行人可否通行，設於行人穿越 道端點。	
539	2	駕駛人行經無號誌路段之「斑馬紋行人穿越道」時，遇有行人正在穿越，應如何處置？	(1)	減速並鳴按喇叭示警，提醒行人加速通過。	(2)	暫停讓行人優先通過，不得強行搶道。	(3)	行人應注 意來車自行避讓，駕駛人可維持車速通過。	
540	2	駕駛人行駛中見到「注意號誌」警告標誌時，應如何因應？	(1)	表示前方號誌即將轉為紅燈，應立即減速準備停車。	(2)	表示前方設有行車管制號誌，應提前注意並準備依號誌指示行駛。	(3)	表示前方號誌僅供參考，駕駛人可自行判斷是否通行。	
541	2	行車管制號誌顯示綠燈時，駕駛人應如何行駛？	(1)	綠燈即享有絕對通行權，加速通過路口以避免號誌轉換。	(2)	可以通行，但轉彎時仍應禮讓直行車及行進中之行人優先通過。	(3)	綠燈僅表 示建議通行，駕駛人仍須停車觀察後再起步。	
542	2	駕駛人接近路口時，見交通指揮人員對其方向做出停止手勢，此時駕駛人應將車輛停於何處？	(1)	立即就地停車，不論車輛當時位於何處。	(2)	停於路口之停止線前方；無停止線者，停於路 口邊緣前方。	(3)	緩慢駛入路口中央後停車，以利指揮人員辨識車輛動態。	
543	2	「雙向道」警告標誌最主要設置於下列何種路段？	(1)	所有雙向通行之道路，提醒駕駛人注意對向來車。	(2)	單行道路即將結束、轉為雙向通行之路段前方，預先警示駕駛人。	(3)	車道數減少 之路段前方，提醒駕駛人注意匯流。	
544	2	「當心兒童」警告標誌最常設置於下列何種路段？	(1)	人潮眾多之商圈或觀光景點周邊道路。	(2)	鄰近學校、幼兒園或兒童遊樂場所之道路。	(3)	設有行人穿越道之各路口。。	
545	2	交通指揮人員做出不同手勢時，停止與通行之對象各有不同。下列關於指揮手勢之敘述，何者正確？	(1)	單臂高舉過頭，僅正面來車停止，其餘方向來車可通行。	(2)	單臂高舉過頭，所有 方向車輛均應停止。	(3)	單臂高舉過頭，前後方向來車停止，左右方向來車可通行。	
546	2	IMAGEIMAGEIMAGEp041_img01_xref279__DOT__png 執勤之交通警察比出圖片手勢時，其代表之涵義為何？	(1)	前面來車停止。	(2)	右面來車停止。	(3)	左面來車速行。	
547	3	行車管制號誌以紅、黃、綠三色燈號，管制道路上車輛之行止。下列何者為行車管制號誌之正 確功能？	(1)	以紅、黃燈交替閃光，警示駕駛人注意慢行或停車再開。	(2)	以紅、綠燈號指示行人可否通行，並搭配倒數秒數顯示。	(3)	以紅、黃、綠燈號輪流顯示，指示車輛停止、注意 或通行。	
548	2	道路上設有紅色三角形「危險」警告標誌，其設置目的為何？	(1)	前方為事故多發路段，提醒駕駛人減速慢行。	(2)	前方有未設專用警告標誌之危險路況，提醒駕駛人注意安全。	(3)	前方 道路即將封閉，提醒駕駛人準備改道。。	
549	1	高速公路或快速公路與其他道路或其他高快速公路相互連接，並以匝道構成立體相交之部分，稱之為何？	(1)	交流道。	(2)	系統端點。	(3)	平交路口。	
550	2	汽車駕駛人行至多車道之圓環時，關於車輛優先權之規定何者正確？	(1)	外側車道之車輛具有 絕對優先權。	(2)	外側車道之車輛，應讓內側車道之車輛先行。	(3)	誰的車速快，誰就先行通 過。	
551	2	駕駛人行駛中見前方設有「右側縮減」警告標誌，應如何因應？	(1)	前方道路兩側同時變窄，應減速並居中行駛。	(2)	前方道路右側路寬縮減，應減速並提前靠左側車道行駛，注意匯流車輛。	(3)	前方右側道路封閉施工，應停車等候施工人員指揮通行。	
552	3	答 題號 題 目 案 行車至交岔路口，並已越過停止線，如果黃燈亮了，應該：	(1)	停車。	(2)	退回行人穿越道後面。	(3)	繼續前進。	
553	1	汽車行駛至交岔路口，其設有劃分島，劃分快慢車道者，在慢車道上行駛之車輛：	(1)	不得左轉。	(2)	可以左轉。	(3)	並無規定。	
554	2	對向行駛之左右轉彎車輛，已轉彎須進入同一車道時應讓：	(1)	右轉彎車輛先行。	(2)	左轉彎車輛先行。	(3)	同時前進。	
555	1	汽車行至號誌故障而無交通指揮人員指揮之交岔路口：	(1)	支線道車應讓幹線道車先行。	(2)	幹線道車讓支線道車。	(3)	可以不相讓。	
556	1	汽車行駛至交岔路口，其行進轉彎，遇有交通指揮人員指揮與燈光號誌並用時，以：	(1)	交通指揮人員指揮為準。	(2)	燈光號誌為準。	(3)	無規定。	
557	1	汽車行近行人穿越道前，應該：	(1)	減速慢行，遇有行人穿越時，應暫停讓行人優先通過。	(2)	依號誌指示或交通指揮人員之指揮通過。	(3)	按鳴喇叭加速通過。	
558	3	汽車駕駛人行經有燈光號誌管制之交岔路口闖紅燈，經當場舉發者：	(1)	罰鍰新臺幣3,600~5,400元。	(2)	吊扣駕照1個月。	(3)	罰鍰新臺幣 1,800~5,400元並予違規記點。	
559	3	汽車駕駛人，駕車闖紅燈，經當場舉發，除罰鍰外並記違規點數：	(1)	1點。	(2)	2 點。	(3)	3點。	
560	1	在多車道之路口前：	(1)	不得在雙白實線區變換車道。	(2)	為方便路口左右轉向，可在雙白實線區變換車道。	(3)	可在雙黃實線區變換車道。	
561	3	汽車行經交岔路口，行車管制號誌為綠燈時：	(1)	通行權在我，應加速通過。	(2)	應停車，再重新起步行駛通過。	(3)	應減速並小心行駛通過。	
562	3	行車至交岔路口，號誌為閃光黃燈時，應該如何處置才正確：	(1)	停車察看，即可通過。	(2)	不必察看，快速通過。	(3)	減速接近，左右察看小心通過。	
563	2	汽車行經無號誌管制之交岔路口，比較安全的做法是：	(1)	先看右，後看左。	(2)	先看左，後看右。	(3)	先看哪邊都無所謂。	
564	3	汽車駕駛人，行經有燈光號誌管制之大眾捷運系統車輛共用通行交岔路口闖紅燈，經當場舉發者：	(1)	罰鍰新臺幣1,800～5,400元並予違規記點。	(2)	吊扣駕照1個月。	(3)	罰鍰新 臺幣3,600～10,800元並予違規記點。	
565	2	汽車行駛至有大眾捷運系統車輛共用通行，但聲光號誌故障而無交通指揮人員指揮之交岔路口時，駕駛人應	(1)	不用理會大眾捷運系統車輛的行車狀況，可直接通過。	(2)	暫停、看、聽 兩方無大眾捷運系統車輛駛來，始得通過	(3)	按鳴喇叭，警示行人注意，即可通過。	
566	3	車輛行經輕軌號誌化路口，如何安全通過路口？	(1)	注意有無輕軌通過，自行判斷通過路口	(2)	號誌燈指示為直行箭頭綠燈時，可自行左、右轉	(3)	遵守路口標誌標號及號誌指示行止。	
567	2	下列哪種駕駛行為有誤？	(1)	輕軌軌道黃線區禁止停留並儘速通過	(2)	輕軌聲光號誌警示音聲響時，不用停看聽，趕快加速通過	(3)	行經輕軌捷運共用通行交岔路口時，要遵守交通號誌。	
568	2	汽車駕駛人，駕駛汽車行近行人穿越道或其他依法可供行人穿越之交岔路口，有行人穿越 時，不暫停讓行人先行通過，經當場舉發者，處：	(1)	罰鍰新臺幣1,200~3,600元並違規記點。	(2)	罰鍰新臺幣1,200~6,000元並違規記點及參加道安講習。	(3)	罰鍰新臺幣 1,800~5,400元並違規記點。	
569	3	汽車駕駛人，駕駛汽車行近行人穿越道或其他依法可供行人穿越之交岔路口，有行人穿越 時，不暫停讓行人先行通過，因而肇事致人受傷者，處：	(1)	罰鍰新臺幣1,200~6,000元並違規記點。	(2)	罰鍰新臺幣7,200~24,000元並吊扣駕照1年。	(3)	罰鍰新臺幣18,000~36,000元 並吊扣駕照1年至2年及參加道安講習。	
570	1	IMAGEIMAGEIMAGEp043_img01_xref284__DOT__png	(1)	右彎。	(2)	左彎。	(3)	連續彎路先向 右。	
571	1	IMAGEIMAGEIMAGEp043_img02_xref286__DOT__png	(1)	左彎。	(2)	右彎。	(3)	連續彎路先向左。	
572	1	IMAGEIMAGEIMAGEp043_img03_xref288__DOT__png	(1)	連續彎路先向右。	(2)	左彎。	(3)	連續彎路先向左。	
573	1	IMAGEIMAGEIMAGEp043_img04_xref290__DOT__png	(1)	連續彎路先向左。	(2)	右彎。	(3)	連續彎路先向右。	
574	2	IMAGEIMAGEIMAGEp043_img05_xref292__DOT__png	(1)	左彎。	(2)	圓環。	(3)	岔路。	
575	2	IMAGEIMAGEIMAGEp043_img06_xref293__DOT__png	(1)	禁止迴車。	(2)	禁止左轉。	(3)	禁止超車。	
576	2	IMAGEIMAGEIMAGEp043_img07_xref295__DOT__png	(1)	禁止左轉。	(2)	禁止迴車。	(3)	禁止會車。	
577	3	IMAGEIMAGEIMAGEp044_img01_xref299__DOT__png	(1)	左彎。	(2)	左轉方向。	(3)	直行後左轉。	
578	1	IMAGEIMAGEIMAGEp044_img02_xref301__DOT__png	(1)	直行後右轉。	(2)	直行後左轉。	(3)	左轉遵行方向。	
579	2	IMAGEIMAGEIMAGEp044_img03_xref303__DOT__png	(1)	左轉方向。	(2)	右轉方向。	(3)	左右轉方向。	
580	1	IMAGEIMAGEIMAGEp044_img04_xref304__DOT__png 圖中白色虛線為：	(1)	路口行車導引線。	(2)	網狀線。	(3)	槽化線。	
581	1	IMAGEIMAGEIMAGEp044_img05_xref306__DOT__png 左臂向上，手掌向右微曲，表示：	(1)	右轉彎。	(2)	左轉彎。	(3)	讓後 車超車。	
582	2	IMAGEIMAGEIMAGEp044_img06_xref307__DOT__png 左臂平伸，手掌向下，表示：	(1)	右轉彎。	(2)	左轉彎。	(3)	慢行。	
583	2	答 題號 圖 示 題 目 案 設有劃分島劃分快慢車道之道路，大型車駕駛行駛時，其轉彎規定何者正確？	(1)	慢車道可左轉、快車道亦可右轉，只需注意來車。	(2)	慢車道不得左轉、快車道不得右轉，但有標誌、標線 或號誌指示者從其規定。	(3)	大型車可依車流狀況自行選擇轉彎方式。	
584	3	有關汽車行至無號誌或號誌故障而無交通指揮人員指揮之交岔路口，下列敘述何者錯誤？	(1)	支線道車應暫停讓幹線道車先行。	(2)	未設標誌、標線或號誌劃分幹、支線道者，少線道車應 暫停讓多線道車先行。	(3)	同為直行車或轉彎車者，右方車應暫停讓左方車先行。	
585	1	有關汽車行駛至交岔路口，其行進、轉彎之規定，以下敘述何者錯誤？	(1)	由同向二車道進入 一車道，無直行車道者，內車道之車輛應讓外車道之車輛先行。	(2)	由同向二車道進入一車道，應讓直行車道之車輛先行。	(3)	在交通壅塞時，內、外側車道車輛應互為禮讓，逐車交互 輪流行駛，並保持安全距離及間隔。	
586	1	車輛轉彎時，下列何者不正確：	(1)	汽車在同向二車道以上之道路，除準備左轉彎外，不得在內側車道行駛。	(2)	設有左右轉彎專用車道之交岔路口，直行車不得占用轉彎專用車道。	(3)	於無 號誌管制路口且車道數相同時，轉彎車應暫停讓直行車先行。	
587	1	有關汽車駕駛人轉彎或變換車道時之規定，以下敘述何者正確？	(1)	行經交岔路口未達中心處，占用來車道搶先左轉彎，處新臺幣600～1,800元。	(2)	設有左、右轉彎專用車道之交岔 路口，直行車可行駛在專用車道上。	(3)	多車道左轉彎，不得駛入內側車道。	
588	2	汽車駕駛人於路口左轉時，未禮讓對向直行車先行，依應受何種處罰？	(1)	處罰鍰並吊扣牌照。	(2)	處新臺幣600～1,800元罰鍰。	(3)	處罰鍰並吊銷駕照。	
589	2	車輛左(右)轉彎時，應先顯示車輛前後之左(右)邊方向燈光；變換車道時，應先顯示欲變換車道方向之燈光，何者正確？	(1)	顯示之方向燈應為5秒鐘。	(2)	顯示之方向燈光，應至完成轉彎 或變換車道之行為。	(3)	顯示之方向燈，只要有顯示即可。	
590	3	以下何種車輛轉彎時，會造成內輪差：	(1)	小型車。	(2)	大型車。	(3)	兩者皆會。	
591	2	汽車駕駛人於多車道路口右轉彎時，應如何選擇車道？	(1)	任意車道皆可右轉。	(2)	應依標誌標線或利用外側車道轉彎。	(3)	由內側車道轉彎較安全。	
592	2	汽車駕駛人於路口左轉彎時，若前方已有車輛等待轉彎，應如何行為較為適當？	(1)	繞過前車先行左轉。	(2)	依序停等。	(3)	直接進入對向車道轉彎。	
593	2	汽車駕駛人於設有路口行車導引線之路口，未依導引線行駛而直接切入轉彎路徑者：	(1)	只要不影響他車行駛，並無違規。	(2)	不遵守標線指示，應處罰鍰。	(3)	僅需減速慢行即可。	
594	3	未領有汽車駕照駕駛小型車者應處罰鍰新臺幣：	(1)	300～600元。	(2)	3,600～7,200元。	(3)	36,000～60,000元。	
595	1	關於「行車方向指示標誌」，其在交通法規中的正式功能定義為何？	(1)	用以指示行車方向之路線方位及編號。	(2)	用以告示車輛駕駛人必須遵照標誌指示方向行駛，具強制命令性質。	(3)	用以標示該路段為行人優先路段，車輛應減速。	
596	2	關於圓環路段之交通標誌，下列敘述何者正確？	(1)	「圓環」警告標誌設於圓環路口內，指示車輛應依逆時針方向行駛。	(2)	「圓環」警告標誌設於接近圓環路段前方，預告前方有圓環路口。	(3)	「圓環」警告標誌與「圓環遵行方向」標誌功能相同，可互相替代設置。	
597	3	汽車行駛至無號誌交岔路口時，下列敘述何者正確？	(1)	直行車應讓轉彎車先行。	(2)	直行車尚未進入路口時轉彎車先行。	(3)	對向轉彎車應讓直行車先行。	
598	2	駕駛人行經路口見設有「右轉方向」遵行標誌，但其目的地位於左方，應如何處置？	(1)	該標誌僅為建議性質，駕駛人可視需要自行決定轉彎方向。	(2)	應依標誌指示右轉，再另尋適當路徑前 往目的地。	(3)	可先直行通過路口，於下一路口再左轉前往目的地。	
599	3	汽車在設有劃分島劃分快慢車道之道路行駛，除另設有標誌、標線或號誌管制者，應依其指示行駛外，原則要如何行駛？	(1)	快車道行駛之車輛不得左轉彎。	(2)	慢車道須先切入快車道再右 轉。	(3)	慢車道上行駛之車輛不得左轉。	
600	1	行至長隧道，若遇火災等緊急事故時，駕駛人應？	(1)	保持鎮定，車輛立即向隧道兩側停靠，讓出通道以利救災車輛進入。	(2)	可利用車行聯絡隧道逕行迴車，趕快駛離現場。	(3)	將車輛停 在原地。	
601	3	在哪種情形下，汽車駕駛人可按鳴喇叭？	(1)	行至急彎。	(2)	在郊外同一車道欲超越前車時。	(3)	以上皆可。	
602	3	汽車行駛於彎道時，如發生輪胎打滑，最安全之處理方式為何？	(1)	立即踩煞車減速。	(2)	迅速轉動方向盤修正方向。	(3)	放鬆油門，避免急加速或急煞。	
603	1	駕駛人行駛中見前方設有「岔路」警告標誌，應如何因應？	(1)	前方有道路交會，應減速慢行，注意側方可能有車輛匯入。	(2)	前方道路即將中斷，應準備迴轉或改道行駛。	(3)	前方道路分為 兩線，應選擇內側車道加速駛離分流路段。	
604	1	汽車行駛至多車道圓環時，關於通行優先順序，下列敘述何者正確？	(1)	應讓內側車道車輛先行。	(2)	應讓外側車道車輛先行。	(3)	由道路較寬或車流量較大道路駛來之車輛，優先進入圓 環。	
605	1	IMAGEIMAGEIMAGEp046_img01_xref312__DOT__png 此標誌所代表之意義？	(1)	遵行方向。	(2)	單行道。	(3)	靠左停車。	
606	1	IMAGEIMAGEIMAGEp046_img02_xref314__DOT__png 此標誌所代表之意義？	(1)	遵行方向。	(2)	單行道。	(3)	僅供汽車通行。	
607	2	行至設有左轉專用號誌路口，左轉號誌亮起時駕駛人應？	(1)	立即加速通過路口，以免影響後方車流。	(2)	應依號誌指示左轉，並注意其他車輛及行人。	(3)	應先停車觀察，確認無車後再慢 速左轉。	
608	2	在設有劃分島劃分快慢車道之道路，於慢車道行駛之車輛，其轉向規定下列何者正確？	(1)	在安全無虞下，慢車道之車輛得隨時左轉。	(2)	慢車道之車輛不得直接左轉彎。	(3)	僅於無來車 時，慢車道之車輛可直接左轉。	
609	2	汽車行駛至交岔路口等候左轉，當號誌轉換為圓形綠燈時，應如何行駛？	(1)	為維持交通順暢，應打方向燈後搶先左轉。	(2)	須等候對向無直行車輛，並確認安全後始得左轉，不得搶先通 行。	(3)	無需理會對向直行車，只要是在路口中心點內即可優先左轉。	
610	2	IMAGEIMAGEIMAGEp046_img03_xref316__DOT__png 圖片標誌之涵義為何？	(1)	靠左行駛。	(2)	右轉方向。	(3)	左轉方向。	
611	1	汽車行駛至交岔路口，右轉彎時，應先：	(1)	顯示方向燈或手勢。	(2)	變換車道。	(3)	轉彎。	
612	1	汽車向右轉彎時：	(1)	應先顯示車輛前後之右邊方向燈。	(2)	應先顯示車輛前後之左邊方向燈。	(3)	右臂平伸向右表示向右轉彎。	
613	3	汽車行駛在設有彎道、坡路、狹路標誌之路段，應該：	(1)	加速通過，以免車輛擁塞。	(2)	前車行駛速度太慢時，應按鳴喇叭使前車加速前進。	(3)	均應減速慢行，作隨時停車之準備。	
614	1	在內側車道行駛之車輛，欲在交岔路口左轉彎時，應該：	(1)	在交岔路口30公尺前顯示方向燈，行至交岔路口中心處左轉。	(2)	行至交岔路口處即行左轉。	(3)	顯示右方向燈左轉。	
615	3	在設有彎道、坡路、狹橋、隧道標誌路段或鐵路平交道處：	(1)	可以迴車。	(2)	減速至5公里左右始可迴車。	(3)	不得迴車。	
616	1	汽車迴車前應：	(1)	暫停並顯示左轉燈光或手勢，看清無來往車輛，並注意行人通過，始得迴轉。	(2)	左右擺頭，看清無來車，即可迴轉。	(3)	只要按鳴3聲喇叭，即可迴轉。	
617	3	車輛於交岔路口左轉，以下何者為錯：	(1)	等左轉燈號亮才可左轉前進。	(2)	等直行車通過後才可左轉前進。	(3)	綠燈亮即可搶先左轉。	
618	2	汽車駕駛人行經道路設有劃分島，劃分快、慢車道，在快車道：	(1)	可以右轉彎。	(2)	不得右轉彎。	(3)	無特別規定。	
619	1	大型汽車在同向三車道以上之道路，除準備左轉彎外，不得行駛：	(1)	內側車道。	(2)	中線車道。	(3)	外側車道。	
620	2	對向行駛之汽車，左右轉彎進入二車道以上之道路時：	(1)	左轉彎車應進入外側車道，右轉彎車進入內側車道。	(2)	右轉彎車應進入外側車道，左轉彎車應進入內側車道。	(3)	任意行駛不受限制。	
621	1	汽車行駛彎道時速度愈快，所產生的離心力：	(1)	愈大。	(2)	愈小。	(3)	不變。	
622	2	汽車轉彎或變換車道時，駕駛人要養成將頭左右擺動察看的習性，是因為要：	(1)	察看前方來車。	(2)	注意照後鏡的視野死角。	(3)	避開擋風玻璃的反光。	
623	3	分類 注意大型車行駛及轉彎（內輪差、視野死角、不並行） 答 題號 題 目 案 當你開車停在路口，大型車停在你左前方準備右轉，下列何者最合理？	(1)	轉彎車要禮讓直行車，所以應儘速通過。	(2)	若看得到大型車後視鏡，即代表對方一定看得到你。	(3)	應避 免靠近其右側與轉彎內側範圍禮讓大型車先行右轉，避免陷入其內輪差與視野死角。	
624	2	關於主動車距控制巡航系統（ACC）之感測限制，下列何種物體最容易導致系統誤判而進一步發生事故？	(1)	於車道前方以正常速度穩定行進之大型車輛。	(2)	於施工路段，完全靜止 狀態停留之工程緩撞車輛。	(3)	於鄰近車道以穩定速度變換車道之普通重型機車。	
625	1	大型車行駛於隧道內，前方車速較慢且無明顯禁止標誌時，下列何者正確？	(1)	應待在原車道並維持安全距離行駛。	(2)	可隨時變換車道超車。	(3)	可短暫加速超車後，再回原車道。	
626	1	大型車右轉時，為避免內輪差造成事故，應如何操作最正確？	(1)	車輛右轉時應在距離交岔路口30公尺前顯示方向燈，換入外側車道、右轉車道或慢車道，行駛至路口後再行右轉。	(2)	靠右直接轉彎以縮短距離。	(3)	加速通過避免阻礙交通。	
627	2	大型車裝載貨物行經隧道且遇交通壅塞時，下列何者最符合規定？	(1)	可緊跟前車避免其他車輛插入。	(2)	應保持安全距離，注意貨物穩固並避免任意變換車道。	(3)	可視情況變換車道提 高通行效率。	
628	2	在高速公路行駛，遇前方車輛減速時，應如何處置？	(1)	立即緊急煞車。	(2)	保持安全距離並逐漸減速。	(3)	變換車道快速超越。	
629	1	在多車道道路欲由外側變換至中間車道，駕駛應依下列那一項規定行駛？	(1)	先顯示欲變換車道方向之燈光或手勢。	(2)	安全距離足夠即可直接變換車道。	(3)	靠喇叭提示後再行變換車 道。	
630	2	汽車駕駛人超車、讓車，以下何者為錯誤？	(1)	彎道、陡坡、狹橋、隧道及施工路段，不得超車。	(2)	超越前車時，連續按鳴喇叭、變換燈光迫使前車讓道。	(3)	應禮讓教練車、幼童 專用車、身心障礙者用特製車及校車。	
631	1	大型貨車在雨天視線不佳的下坡路段行駛，裝載高重心貨物並略超出車尾，前方為狹窄隧道 出口及交岔路口，附近有行人及機車正在接近，你作為駕駛最正確的行車處置是？	(1)	降至低速檔，利用引擎煞車減速並保持隨時可煞停狀態，拉大跟車距離，注意內輪差及較大迴轉半 徑、死角、行人優先、貨物穩固，並隨時準備停車。	(2)	保持速限行駛，只注意後方車流即 可。	(3)	按鳴喇叭提示周圍後快速通過險區，保持流暢行車。	
